Year,Month_name,State,ELECTRIC(BOV),Total,Perc
2015,may,Delhi,2.0,13357.0,0.01
2015,jun,Delhi,8.0,14054.0,0.06
2015,jul,Delhi,5.0,14019.0,0.04
2015,aug,Delhi,3.0,12556.0,0.02
2015,sep,Delhi,5.0,13265.0,0.04
2015,oct,Delhi,3.0,14105.0,0.02
2015,nov,Delhi,3.0,17320.0,0.02
2015,dec,Delhi,10.0,16418.0,0.06
2015,jan,Goa,0.0,1587.0,0.0
2015,feb,Goa,0.0,1129.0,0.0
2015,mar,Goa,0.0,1546.0,0.0
2015,apr,Goa,0.0,1230.0,0.0
2015,may,Goa,0.0,1016.0,0.0
2015,jun,Goa,0.0,912.0,0.0
2015,jul,Goa,0.0,1176.0,0.0
2015,aug,Goa,0.0,1319.0,0.0
2015,sep,Goa,0.0,1872.0,0.0
2015,oct,Goa,0.0,1427.0,0.0
2015,nov,Goa,0.0,1415.0,0.0
2015,dec,Goa,0.0,1306.0,0.0
2015,jan,Gujarat,0.0,19753.0,0.0
2015,feb,Gujarat,0.0,18828.0,0.0
2015,mar,Gujarat,0.0,16432.0,0.0
2015,apr,Gujarat,1.0,18043.0,0.01
2015,may,Gujarat,0.0,17556.0,0.0
2015,jun,Gujarat,0.0,16293.0,0.0
2015,jul,Gujarat,0.0,15170.0,0.0
2015,aug,Gujarat,0.0,15347.0,0.0
2015,sep,Gujarat,1.0,18644.0,0.01
2015,oct,Gujarat,0.0,20962.0,0.0
2015,nov,Gujarat,0.0,25382.0,0.0
2015,dec,Gujarat,0.0,18269.0,0.0
2015,jan,Himachal Pradesh,0.0,3621.0,0.0
2015,feb,Himachal Pradesh,0.0,2457.0,0.0
2015,mar,Himachal Pradesh,0.0,2492.0,0.0
2015,apr,Himachal Pradesh,0.0,3061.0,0.0
2015,may,Himachal Pradesh,0.0,2689.0,0.0
2015,jun,Himachal Pradesh,0.0,2655.0,0.0
2015,jul,Himachal Pradesh,0.0,2305.0,0.0
2015,aug,Himachal Pradesh,0.0,2555.0,0.0
2015,sep,Himachal Pradesh,0.0,2156.0,0.0
2015,oct,Himachal Pradesh,0.0,2344.0,0.0
2015,nov,Himachal Pradesh,0.0,4378.0,0.0
2015,dec,Himachal Pradesh,0.0,3857.0,0.0
2015,jan,Haryana,1.0,16635.0,0.01
2015,feb,Haryana,0.0,13188.0,0.0
2015,mar,Haryana,0.0,16018.0,0.0
2015,apr,Haryana,0.0,14004.0,0.0
2015,may,Haryana,0.0,12562.0,0.0
2015,jun,Haryana,0.0,12491.0,0.0
2015,jul,Haryana,0.0,10613.0,0.0
2015,aug,Haryana,0.0,9912.0,0.0
2015,sep,Haryana,0.0,9889.0,0.0
2015,oct,Haryana,1.0,8499.0,0.01
2015,nov,Haryana,0.0,11633.0,0.0
2015,dec,Haryana,0.0,16168.0,0.0
2015,jan,Jharkhand,0.0,3427.0,0.0
2015,feb,Jharkhand,0.0,3656.0,0.0
2015,mar,Jharkhand,0.0,2827.0,0.0
2015,apr,Jharkhand,0.0,2859.0,0.0
2015,may,Jharkhand,0.0,3345.0,0.0
2015,jun,Jharkhand,0.0,3177.0,0.0
2015,jul,Jharkhand,0.0,2987.0,0.0
2015,aug,Jharkhand,0.0,2838.0,0.0
2015,sep,Jharkhand,0.0,2821.0,0.0
2015,oct,Jharkhand,0.0,2481.0,0.0
2015,nov,Jharkhand,0.0,3173.0,0.0
2015,dec,Jharkhand,0.0,5245.0,0.0
2015,jan,Karnataka,55.0,22604.0,0.24
2015,feb,Karnataka,41.0,13988.0,0.29
2015,mar,Karnataka,33.0,15464.0,0.21
2015,apr,Karnataka,26.0,15025.0,0.17
2015,may,Karnataka,28.0,14826.0,0.19
2015,jun,Karnataka,39.0,14666.0,0.27
2015,jul,Karnataka,43.0,13166.0,0.33
2015,aug,Karnataka,42.0,14772.0,0.28
2015,sep,Karnataka,19.0,15550.0,0.12
2015,oct,Karnataka,36.0,15524.0,0.23
2015,nov,Karnataka,34.0,16607.0,0.2
2015,dec,Karnataka,36.0,12778.0,0.28
2015,jan,Kerala,1.0,20662.0,0.0
2015,feb,Kerala,0.0,13914.0,0.0
2015,mar,Kerala,1.0,15029.0,0.01
2015,apr,Kerala,0.0,14284.0,0.0
2015,may,Kerala,0.0,13769.0,0.0
2015,jun,Kerala,0.0,14914.0,0.0
2015,jul,Kerala,1.0,15230.0,0.01
2015,aug,Kerala,1.0,16298.0,0.01
2015,sep,Kerala,1.0,23652.0,0.0
2015,oct,Kerala,3.0,16543.0,0.02
2015,nov,Kerala,0.0,13591.0,0.0
2015,dec,Kerala,4.0,12707.0,0.03
2015,jan,Ladakh,0.0,64.0,0.0
2015,feb,Ladakh,0.0,34.0,0.0
2015,mar,Ladakh,0.0,23.0,0.0
2015,apr,Ladakh,0.0,19.0,0.0
2015,may,Ladakh,0.0,31.0,0.0
2015,jun,Ladakh,0.0,92.0,0.0
2015,jul,Ladakh,0.0,119.0,0.0
2015,aug,Ladakh,0.0,133.0,0.0
2015,sep,Ladakh,0.0,91.0,0.0
2015,oct,Ladakh,0.0,87.0,0.0
2015,nov,Ladakh,0.0,89.0,0.0
2015,dec,Ladakh,0.0,82.0,0.0
2015,jan,Maharashtra,11.0,36309.0,0.03
2015,feb,Maharashtra,8.0,21249.0,0.04
2015,mar,Maharashtra,10.0,30258.0,0.03
2015,apr,Maharashtra,6.0,25960.0,0.02
2015,may,Maharashtra,12.0,23345.0,0.05
2015,jun,Maharashtra,11.0,21733.0,0.05
2015,jul,Maharashtra,13.0,23819.0,0.05
2015,aug,Maharashtra,5.0,23467.0,0.02
2015,sep,Maharashtra,12.0,27134.0,0.04
2015,oct,Maharashtra,4.0,30585.0,0.01
2015,nov,Maharashtra,6.0,33723.0,0.02
2015,dec,Maharashtra,10.0,21173.0,0.05
2015,jan,Meghalaya,0.0,740.0,0.0
2024,oct,Sikkim,0.0,342.0,0.0
2015,feb,Meghalaya,0.0,606.0,0.0
2015,mar,Meghalaya,0.0,591.0,0.0
2015,apr,Meghalaya,0.0,578.0,0.0
2015,may,Meghalaya,0.0,496.0,0.0
2015,jun,Meghalaya,0.0,598.0,0.0
2015,jul,Meghalaya,0.0,555.0,0.0
2015,aug,Meghalaya,0.0,567.0,0.0
2015,sep,Meghalaya,0.0,613.0,0.0
2015,oct,Meghalaya,0.0,530.0,0.0
2015,nov,Meghalaya,0.0,608.0,0.0
2015,dec,Meghalaya,0.0,657.0,0.0
2015,jan,Madhya Pradesh,0.0,7714.0,0.0
2015,feb,Madhya Pradesh,0.0,7310.0,0.0
2015,mar,Madhya Pradesh,0.0,7216.0,0.0
2015,apr,Madhya Pradesh,0.0,8548.0,0.0
2015,may,Madhya Pradesh,0.0,7070.0,0.0
2015,jun,Madhya Pradesh,1.0,7056.0,0.01
2015,jul,Madhya Pradesh,0.0,6318.0,0.0
2015,aug,Madhya Pradesh,0.0,5483.0,0.0
2015,sep,Madhya Pradesh,0.0,5278.0,0.0
2015,oct,Madhya Pradesh,0.0,5391.0,0.0
2015,nov,Madhya Pradesh,0.0,7597.0,0.0
2015,dec,Madhya Pradesh,0.0,9511.0,0.0
2015,jan,Mizoram,0.0,191.0,0.0
2015,feb,Mizoram,0.0,148.0,0.0
2015,mar,Mizoram,0.0,190.0,0.0
2015,apr,Mizoram,0.0,126.0,0.0
2015,may,Mizoram,0.0,134.0,0.0
2015,jun,Mizoram,0.0,152.0,0.0
2015,jul,Mizoram,0.0,164.0,0.0
2015,aug,Mizoram,0.0,144.0,0.0
2015,sep,Mizoram,0.0,166.0,0.0
2015,oct,Mizoram,0.0,165.0,0.0
2015,nov,Mizoram,0.0,214.0,0.0
2015,dec,Mizoram,0.0,230.0,0.0
2015,jan,Nagaland,0.0,512.0,0.0
2015,feb,Nagaland,0.0,411.0,0.0
2015,mar,Nagaland,0.0,438.0,0.0
2015,apr,Nagaland,0.0,430.0,0.0
2015,may,Nagaland,0.0,469.0,0.0
2015,jun,Nagaland,0.0,497.0,0.0
2015,jul,Nagaland,0.0,419.0,0.0
2015,aug,Nagaland,1.0,362.0,0.28
2015,sep,Nagaland,0.0,372.0,0.0
2015,oct,Nagaland,0.0,435.0,0.0
2015,nov,Nagaland,0.0,472.0,0.0
2015,dec,Nagaland,0.0,416.0,0.0
2015,jan,Odisha,0.0,3621.0,0.0
2015,feb,Odisha,0.0,2965.0,0.0
2015,mar,Odisha,0.0,2557.0,0.0
2015,apr,Odisha,1.0,2736.0,0.04
2015,may,Odisha,2.0,2670.0,0.07
2015,jun,Odisha,0.0,2791.0,0.0
2015,jul,Odisha,0.0,2787.0,0.0
2015,aug,Odisha,0.0,2521.0,0.0
2024,oct,Puducherry,9.0,1054.0,0.85
2015,sep,Odisha,0.0,2931.0,0.0
2015,oct,Odisha,1.0,3389.0,0.03
2015,nov,Odisha,0.0,4282.0,0.0
2015,dec,Odisha,0.0,3639.0,0.0
2015,jan,Punjab,0.0,15927.0,0.0
2015,feb,Punjab,0.0,12638.0,0.0
2015,mar,Punjab,0.0,12347.0,0.0
2015,apr,Punjab,0.0,10298.0,0.0
2015,may,Punjab,0.0,10193.0,0.0
2015,jun,Punjab,0.0,10090.0,0.0
2015,jul,Punjab,1.0,9835.0,0.01
2015,aug,Punjab,0.0,9059.0,0.0
2015,sep,Punjab,1.0,8468.0,0.01
2015,oct,Punjab,1.0,8939.0,0.01
2015,nov,Punjab,0.0,10182.0,0.0
2015,dec,Punjab,1.0,12950.0,0.01
2015,jan,Puducherry,0.0,591.0,0.0
2015,feb,Puducherry,0.0,493.0,0.0
2015,mar,Puducherry,0.0,545.0,0.0
2015,apr,Puducherry,0.0,564.0,0.0
2015,may,Puducherry,1.0,462.0,0.22
2015,jun,Puducherry,0.0,538.0,0.0
2015,jul,Puducherry,0.0,562.0,0.0
2015,aug,Puducherry,0.0,483.0,0.0
2015,sep,Puducherry,0.0,537.0,0.0
2015,oct,Puducherry,0.0,563.0,0.0
2015,nov,Puducherry,0.0,505.0,0.0
2015,dec,Puducherry,0.0,449.0,0.0
2015,jan,Rajasthan,0.0,12519.0,0.0
2015,feb,Rajasthan,0.0,12419.0,0.0
2015,mar,Rajasthan,0.0,12536.0,0.0
2015,apr,Rajasthan,0.0,11439.0,0.0
2015,may,Rajasthan,2.0,11860.0,0.02
2015,jun,Rajasthan,0.0,10822.0,0.0
2015,jul,Rajasthan,0.0,10432.0,0.0
2015,aug,Rajasthan,1.0,9201.0,0.01
2015,sep,Rajasthan,0.0,8720.0,0.0
2015,oct,Rajasthan,0.0,10678.0,0.0
2015,nov,Rajasthan,0.0,14259.0,0.0
2015,dec,Rajasthan,0.0,13643.0,0.0
2015,jan,Sikkim,0.0,257.0,0.0
2015,feb,Sikkim,0.0,246.0,0.0
2015,mar,Sikkim,1.0,242.0,0.41
2015,apr,Sikkim,0.0,258.0,0.0
2015,may,Sikkim,0.0,271.0,0.0
2015,jun,Sikkim,0.0,253.0,0.0
2015,jul,Sikkim,0.0,243.0,0.0
2015,aug,Sikkim,0.0,203.0,0.0
2015,sep,Sikkim,0.0,243.0,0.0
2015,oct,Sikkim,0.0,256.0,0.0
2015,nov,Sikkim,0.0,256.0,0.0
2015,dec,Sikkim,0.0,213.0,0.0
2015,jan,Tamil Nadu,2.0,17169.0,0.01
2015,feb,Tamil Nadu,1.0,13061.0,0.01
2015,mar,Tamil Nadu,2.0,13678.0,0.01
2015,apr,Tamil Nadu,0.0,13044.0,0.0
2015,may,Tamil Nadu,5.0,12683.0,0.04
2015,jun,Tamil Nadu,5.0,14013.0,0.04
2015,jul,Tamil Nadu,3.0,14105.0,0.02
2015,aug,Tamil Nadu,0.0,13965.0,0.0
2015,sep,Tamil Nadu,2.0,14425.0,0.01
2015,oct,Tamil Nadu,0.0,13220.0,0.0
2015,nov,Tamil Nadu,3.0,12600.0,0.02
2015,dec,Tamil Nadu,2.0,10923.0,0.02
2015,jan,Tripura,0.0,414.0,0.0
2015,feb,Tripura,0.0,287.0,0.0
2015,mar,Tripura,0.0,317.0,0.0
2015,apr,Tripura,0.0,290.0,0.0
2015,may,Tripura,0.0,280.0,0.0
2015,jun,Tripura,0.0,342.0,0.0
2015,jul,Tripura,0.0,366.0,0.0
2015,aug,Tripura,0.0,315.0,0.0
2015,sep,Tripura,0.0,281.0,0.0
2015,oct,Tripura,0.0,366.0,0.0
2015,nov,Tripura,0.0,405.0,0.0
2015,dec,Tripura,0.0,350.0,0.0
2015,jan,Uttarakhand,0.0,4235.0,0.0
2015,feb,Uttarakhand,0.0,3149.0,0.0
2015,mar,Uttarakhand,0.0,3006.0,0.0
2015,apr,Uttarakhand,0.0,3443.0,0.0
2015,may,Uttarakhand,0.0,3223.0,0.0
2015,jun,Uttarakhand,0.0,3242.0,0.0
2015,jul,Uttarakhand,0.0,2807.0,0.0
2015,aug,Uttarakhand,0.0,2605.0,0.0
2015,sep,Uttarakhand,0.0,2650.0,0.0
2015,oct,Uttarakhand,0.0,3049.0,0.0
2015,nov,Uttarakhand,0.0,4524.0,0.0
2015,dec,Uttarakhand,0.0,3702.0,0.0
2015,jan,Uttar Pradesh,0.0,23969.0,0.0
2015,feb,Uttar Pradesh,0.0,19740.0,0.0
2015,mar,Uttar Pradesh,0.0,19016.0,0.0
2015,apr,Uttar Pradesh,0.0,18754.0,0.0
2015,may,Uttar Pradesh,0.0,19294.0,0.0
2015,jun,Uttar Pradesh,0.0,18851.0,0.0
2015,jul,Uttar Pradesh,1.0,17439.0,0.01
2015,aug,Uttar Pradesh,0.0,13793.0,0.0
2015,sep,Uttar Pradesh,0.0,14491.0,0.0
2015,oct,Uttar Pradesh,0.0,15932.0,0.0
2015,nov,Uttar Pradesh,0.0,22624.0,0.0
2015,dec,Uttar Pradesh,0.0,18626.0,0.0
2015,jan,West Bengal,0.0,6646.0,0.0
2015,feb,West Bengal,1.0,4874.0,0.02
2015,mar,West Bengal,1.0,4761.0,0.02
2015,apr,West Bengal,2.0,4881.0,0.04
2015,may,West Bengal,2.0,5154.0,0.04
2015,jun,West Bengal,1.0,5286.0,0.02
2015,jul,West Bengal,1.0,5460.0,0.02
2015,aug,West Bengal,0.0,4901.0,0.0
2015,sep,West Bengal,3.0,5138.0,0.06
2015,oct,West Bengal,2.0,4878.0,0.04
2015,nov,West Bengal,4.0,6358.0,0.06
2015,dec,West Bengal,0.0,5761.0,0.0
2015,jan,Jammu and Kashmir,0.0,3088.0,0.0
2015,feb,Jammu and Kashmir,0.0,3362.0,0.0
2015,mar,Jammu and Kashmir,0.0,3560.0,0.0
2015,apr,Jammu and Kashmir,0.0,3341.0,0.0
2015,may,Jammu and Kashmir,0.0,3117.0,0.0
2015,jun,Jammu and Kashmir,0.0,3873.0,0.0
2015,jul,Jammu and Kashmir,0.0,3354.0,0.0
2015,aug,Jammu and Kashmir,0.0,3855.0,0.0
2015,sep,Jammu and Kashmir,1.0,2994.0,0.03
2015,oct,Jammu and Kashmir,0.0,3177.0,0.0
2015,nov,Jammu and Kashmir,0.0,3261.0,0.0
2015,dec,Jammu and Kashmir,0.0,3694.0,0.0
2015,jan,Manipur,0.0,584.0,0.0
2015,feb,Manipur,0.0,534.0,0.0
2015,mar,Manipur,0.0,508.0,0.0
2015,apr,Manipur,0.0,516.0,0.0
2015,may,Manipur,0.0,517.0,0.0
2015,jun,Manipur,0.0,515.0,0.0
2015,jul,Manipur,0.0,396.0,0.0
2015,aug,Manipur,0.0,424.0,0.0
2015,sep,Manipur,0.0,407.0,0.0
2015,oct,Manipur,0.0,462.0,0.0
2015,nov,Manipur,0.0,549.0,0.0
2015,dec,Manipur,0.0,507.0,0.0
2016,dec,Andhra Pradesh,0.0,4760.0,0.0
2016,nov,Andhra Pradesh,0.0,5672.0,0.0
2016,oct,Andhra Pradesh,0.0,5891.0,0.0
2016,sep,Andhra Pradesh,0.0,4872.0,0.0
2016,aug,Andhra Pradesh,0.0,5209.0,0.0
2016,jul,Andhra Pradesh,1.0,5104.0,0.02
2016,jun,Andhra Pradesh,0.0,7325.0,0.0
2016,may,Andhra Pradesh,1.0,5879.0,0.02
2016,apr,Andhra Pradesh,1.0,5023.0,0.02
2016,mar,Andhra Pradesh,1.0,5416.0,0.02
2016,feb,Andhra Pradesh,2.0,5228.0,0.04
2016,jan,Andhra Pradesh,0.0,5909.0,0.0
2016,dec,Arunachal Pradesh,0.0,381.0,0.0
2016,nov,Arunachal Pradesh,0.0,425.0,0.0
2016,oct,Arunachal Pradesh,0.0,374.0,0.0
2016,sep,Arunachal Pradesh,0.0,384.0,0.0
2016,aug,Arunachal Pradesh,0.0,396.0,0.0
2016,jul,Arunachal Pradesh,0.0,411.0,0.0
2016,jun,Arunachal Pradesh,0.0,470.0,0.0
2016,may,Arunachal Pradesh,0.0,485.0,0.0
2016,apr,Arunachal Pradesh,0.0,402.0,0.0
2016,mar,Arunachal Pradesh,0.0,381.0,0.0
2016,feb,Arunachal Pradesh,0.0,393.0,0.0
2016,jan,Arunachal Pradesh,0.0,396.0,0.0
2016,sep,Assam,0.0,4531.0,0.0
2016,aug,Assam,0.0,4177.0,0.0
2016,jul,Assam,0.0,4485.0,0.0
2016,jun,Assam,0.0,4134.0,0.0
2016,may,Assam,0.0,4610.0,0.0
2016,apr,Assam,0.0,3839.0,0.0
2016,mar,Assam,0.0,4229.0,0.0
2016,feb,Assam,0.0,4414.0,0.0
2016,jan,Assam,0.0,4832.0,0.0
2016,dec,Assam,0.0,4332.0,0.0
2016,nov,Assam,0.0,3541.0,0.0
2016,oct,Assam,0.0,4613.0,0.0
2016,jan,Andaman & Nicobar Island,0.0,152.0,0.0
2016,feb,Andaman & Nicobar Island,0.0,157.0,0.0
2016,mar,Andaman & Nicobar Island,0.0,197.0,0.0
2016,apr,Andaman & Nicobar Island,0.0,192.0,0.0
2016,may,Andaman & Nicobar Island,0.0,171.0,0.0
2016,jun,Andaman & Nicobar Island,0.0,146.0,0.0
2016,jul,Andaman & Nicobar Island,0.0,148.0,0.0
2016,aug,Andaman & Nicobar Island,0.0,218.0,0.0
2016,sep,Andaman & Nicobar Island,0.0,202.0,0.0
2016,oct,Andaman & Nicobar Island,0.0,199.0,0.0
2016,nov,Andaman & Nicobar Island,0.0,252.0,0.0
2016,dec,Andaman & Nicobar Island,0.0,168.0,0.0
2016,jan,Bihar,0.0,3394.0,0.0
2016,feb,Bihar,0.0,3878.0,0.0
2016,mar,Bihar,0.0,4054.0,0.0
2016,apr,Bihar,0.0,3764.0,0.0
2016,may,Bihar,0.0,3622.0,0.0
2016,jun,Bihar,0.0,3301.0,0.0
2016,jul,Bihar,0.0,3533.0,0.0
2016,aug,Bihar,0.0,3402.0,0.0
2024,oct,Odisha,133.0,10216.0,1.3
2016,sep,Bihar,0.0,2972.0,0.0
2016,oct,Bihar,0.0,3787.0,0.0
2016,nov,Bihar,0.0,4466.0,0.0
2016,dec,Bihar,0.0,4813.0,0.0
2016,jan,Chhattisgarh,0.0,2836.0,0.0
2016,feb,Chhattisgarh,0.0,2390.0,0.0
2016,mar,Chhattisgarh,0.0,2359.0,0.0
2016,apr,Chhattisgarh,1.0,2349.0,0.04
2016,may,Chhattisgarh,1.0,2257.0,0.04
2016,jun,Chhattisgarh,0.0,2309.0,0.0
2016,jul,Chhattisgarh,0.0,2243.0,0.0
2016,aug,Chhattisgarh,0.0,2157.0,0.0
2016,sep,Chhattisgarh,0.0,1987.0,0.0
2016,oct,Chhattisgarh,0.0,4139.0,0.0
2016,nov,Chhattisgarh,0.0,3485.0,0.0
2016,dec,Chhattisgarh,0.0,2207.0,0.0
2016,jan,Chandigarh,0.0,1575.0,0.0
2016,feb,Chandigarh,0.0,1859.0,0.0
2016,mar,Chandigarh,0.0,1400.0,0.0
2016,apr,Chandigarh,0.0,1124.0,0.0
2016,may,Chandigarh,0.0,1920.0,0.0
2016,jun,Chandigarh,0.0,1211.0,0.0
2016,jul,Chandigarh,0.0,1419.0,0.0
2016,aug,Chandigarh,0.0,1616.0,0.0
2016,sep,Chandigarh,0.0,1051.0,0.0
2016,oct,Chandigarh,0.0,1384.0,0.0
2016,nov,Chandigarh,0.0,1538.0,0.0
2016,dec,Chandigarh,0.0,1367.0,0.0
2016,jan,DNH and DD,0.0,330.0,0.0
2016,feb,DNH and DD,0.0,379.0,0.0
2016,mar,DNH and DD,0.0,350.0,0.0
2016,apr,DNH and DD,0.0,356.0,0.0
2016,may,DNH and DD,0.0,383.0,0.0
2016,jun,DNH and DD,0.0,336.0,0.0
2016,jul,DNH and DD,0.0,329.0,0.0
2016,aug,DNH and DD,0.0,307.0,0.0
2016,sep,DNH and DD,0.0,354.0,0.0
2016,oct,DNH and DD,0.0,551.0,0.0
2016,nov,DNH and DD,0.0,408.0,0.0
2016,dec,DNH and DD,0.0,343.0,0.0
2016,jan,Delhi,8.0,13415.0,0.06
2016,feb,Delhi,7.0,14285.0,0.05
2016,mar,Delhi,6.0,15118.0,0.04
2016,apr,Delhi,3.0,14048.0,0.02
2016,may,Delhi,10.0,14089.0,0.07
2016,jun,Delhi,2.0,12875.0,0.02
2016,jul,Delhi,6.0,13841.0,0.04
2016,aug,Delhi,4.0,13194.0,0.03
2016,sep,Delhi,6.0,9839.0,0.06
2016,oct,Delhi,7.0,20418.0,0.03
2016,nov,Delhi,4.0,11107.0,0.04
2016,dec,Delhi,5.0,14125.0,0.04
2016,jan,Goa,0.0,1498.0,0.0
2016,feb,Goa,0.0,1291.0,0.0
2016,mar,Goa,0.0,1796.0,0.0
2016,apr,Goa,0.0,1052.0,0.0
2016,may,Goa,0.0,1313.0,0.0
2016,jun,Goa,1.0,1153.0,0.09
2016,jul,Goa,3.0,1348.0,0.22
2016,aug,Goa,0.0,1937.0,0.0
2016,sep,Goa,0.0,1542.0,0.0
2016,oct,Goa,1.0,2041.0,0.05
2016,nov,Goa,0.0,1233.0,0.0
2016,dec,Goa,1.0,1529.0,0.07
2016,jan,Gujarat,1.0,20828.0,0.0
2016,feb,Gujarat,0.0,21359.0,0.0
2016,mar,Gujarat,0.0,18594.0,0.0
2016,apr,Gujarat,1.0,18086.0,0.01
2016,may,Gujarat,0.0,19387.0,0.0
2016,jun,Gujarat,1.0,17509.0,0.01
2016,jul,Gujarat,2.0,18347.0,0.01
2016,aug,Gujarat,0.0,18863.0,0.0
2016,sep,Gujarat,1.0,17278.0,0.01
2016,oct,Gujarat,0.0,32588.0,0.0
2016,nov,Gujarat,1.0,21612.0,0.0
2016,dec,Gujarat,0.0,16361.0,0.0
2016,jan,Himachal Pradesh,0.0,3521.0,0.0
2016,feb,Himachal Pradesh,0.0,3309.0,0.0
2016,mar,Himachal Pradesh,0.0,3423.0,0.0
2016,apr,Himachal Pradesh,0.0,3297.0,0.0
2016,may,Himachal Pradesh,0.0,3413.0,0.0
2016,jun,Himachal Pradesh,0.0,2401.0,0.0
2016,jul,Himachal Pradesh,0.0,2682.0,0.0
2016,aug,Himachal Pradesh,0.0,3367.0,0.0
2016,sep,Himachal Pradesh,0.0,2784.0,0.0
2016,oct,Himachal Pradesh,0.0,3125.0,0.0
2016,nov,Himachal Pradesh,0.0,5110.0,0.0
2016,dec,Himachal Pradesh,0.0,3645.0,0.0
2016,jan,Haryana,0.0,13556.0,0.0
2016,feb,Haryana,2.0,12346.0,0.02
2016,mar,Haryana,1.0,13582.0,0.01
2016,apr,Haryana,1.0,11514.0,0.01
2024,oct,Mizoram,0.0,276.0,0.0
2016,may,Haryana,0.0,12735.0,0.0
2016,jun,Haryana,1.0,10777.0,0.01
2016,jul,Haryana,1.0,10973.0,0.01
2016,aug,Haryana,0.0,11243.0,0.0
2016,sep,Haryana,0.0,10215.0,0.0
2016,oct,Haryana,1.0,10061.0,0.01
2016,nov,Haryana,0.0,14064.0,0.0
2016,dec,Haryana,0.0,9611.0,0.0
2016,jan,Jharkhand,0.0,4114.0,0.0
2016,feb,Jharkhand,0.0,3897.0,0.0
2016,mar,Jharkhand,0.0,3104.0,0.0
2016,apr,Jharkhand,0.0,3262.0,0.0
2016,may,Jharkhand,0.0,3519.0,0.0
2016,jun,Jharkhand,0.0,3229.0,0.0
2016,jul,Jharkhand,0.0,3451.0,0.0
2016,aug,Jharkhand,0.0,3395.0,0.0
2016,sep,Jharkhand,0.0,3200.0,0.0
2016,oct,Jharkhand,0.0,3075.0,0.0
2016,nov,Jharkhand,0.0,3306.0,0.0
2016,dec,Jharkhand,0.0,5312.0,0.0
2016,jan,Karnataka,46.0,23148.0,0.2
2016,feb,Karnataka,24.0,15468.0,0.16
2016,mar,Karnataka,24.0,19245.0,0.12
2016,apr,Karnataka,27.0,15632.0,0.17
2016,may,Karnataka,18.0,17858.0,0.1
2016,jun,Karnataka,23.0,17939.0,0.13
2016,jul,Karnataka,24.0,14501.0,0.17
2016,aug,Karnataka,44.0,19426.0,0.23
2016,sep,Karnataka,18.0,15150.0,0.12
2016,oct,Karnataka,45.0,19089.0,0.24
2016,nov,Karnataka,50.0,16402.0,0.3
2016,dec,Karnataka,16.0,10897.0,0.15
2016,jan,Kerala,2.0,21272.0,0.01
2016,feb,Kerala,0.0,14965.0,0.0
2016,mar,Kerala,0.0,16157.0,0.0
2016,apr,Kerala,2.0,15257.0,0.01
2016,may,Kerala,0.0,15359.0,0.0
2016,jun,Kerala,0.0,16215.0,0.0
2016,jul,Kerala,1.0,17099.0,0.01
2016,aug,Kerala,0.0,21289.0,0.0
2016,sep,Kerala,1.0,24998.0,0.0
2016,oct,Kerala,0.0,22305.0,0.0
2016,nov,Kerala,4.0,17214.0,0.02
2016,dec,Kerala,1.0,13064.0,0.01
2016,jan,Ladakh,0.0,63.0,0.0
2016,feb,Ladakh,0.0,53.0,0.0
2016,mar,Ladakh,0.0,26.0,0.0
2016,apr,Ladakh,0.0,16.0,0.0
2016,may,Ladakh,0.0,49.0,0.0
2016,jun,Ladakh,0.0,148.0,0.0
2016,jul,Ladakh,0.0,150.0,0.0
2016,aug,Ladakh,0.0,119.0,0.0
2016,sep,Ladakh,0.0,124.0,0.0
2016,oct,Ladakh,0.0,119.0,0.0
2016,nov,Ladakh,0.0,129.0,0.0
2016,dec,Ladakh,0.0,88.0,0.0
2016,jan,Maharashtra,19.0,36019.0,0.05
2016,feb,Maharashtra,7.0,23071.0,0.03
2016,mar,Maharashtra,5.0,27254.0,0.02
2016,apr,Maharashtra,15.0,28330.0,0.05
2016,may,Maharashtra,5.0,26722.0,0.02
2016,jun,Maharashtra,8.0,23551.0,0.03
2016,jul,Maharashtra,6.0,24471.0,0.02
2016,aug,Maharashtra,6.0,27699.0,0.02
2016,sep,Maharashtra,15.0,26266.0,0.06
2016,oct,Maharashtra,10.0,39200.0,0.03
2016,nov,Maharashtra,8.0,26763.0,0.03
2016,dec,Maharashtra,5.0,20597.0,0.02
2016,jan,Meghalaya,0.0,880.0,0.0
2016,feb,Meghalaya,1.0,699.0,0.14
2016,mar,Meghalaya,0.0,610.0,0.0
2016,apr,Meghalaya,0.0,588.0,0.0
2016,may,Meghalaya,0.0,520.0,0.0
2016,jun,Meghalaya,0.0,587.0,0.0
2016,jul,Meghalaya,0.0,593.0,0.0
2016,aug,Meghalaya,0.0,666.0,0.0
2016,sep,Meghalaya,0.0,633.0,0.0
2016,oct,Meghalaya,0.0,659.0,0.0
2016,nov,Meghalaya,0.0,645.0,0.0
2016,dec,Meghalaya,0.0,607.0,0.0
2016,jan,Madhya Pradesh,0.0,8247.0,0.0
2016,feb,Madhya Pradesh,0.0,7397.0,0.0
2016,mar,Madhya Pradesh,0.0,7122.0,0.0
2016,apr,Madhya Pradesh,0.0,7078.0,0.0
2016,may,Madhya Pradesh,0.0,7999.0,0.0
2016,jun,Madhya Pradesh,0.0,6491.0,0.0
2016,jul,Madhya Pradesh,0.0,6438.0,0.0
