image,name,range,effeciency,battery,price
https://ev-database.org/img/auto/Smart_5_2025/Smart_5_2025-01-thumb.jpg,Smart#5,455 km,207 Wh/km,94.0 kWh,"€55,400"
https://ev-database.org/img/auto/Porsche_Macan_4_2024/Porsche_Macan_4_2024-01-thumb.jpg,PorscheMacan,470 km,202 Wh/km,95.0 kWh,"€84,600"
https://ev-database.org/img/auto/Audi_Q4_e-tron_Sportback_2021/Audi_Q4_e-tron_Sportback_2021-01-thumb.jpg,AudiQ4,410 km,188 Wh/km,77.0 kWh,"€56,950"
https://ev-database.org/img/auto/Suzuki_e_VITARA/Suzuki_e_VITARA-01-thumb.jpg,Suzukie,270 km,177 Wh/km,47.8 kWh,"€31,995"
https://ev-database.org/img/auto/Mercedes_EQS_SUV_2022/Mercedes_EQS_SUV_2022-01-thumb.jpg,Mercedes-BenzEQS,540 km,219 Wh/km,118.0 kWh,"€110,801"
https://ev-database.org/img/auto/Jeep_Compass_2025/Jeep_Compass_2025-01-thumb.jpg,JeepCompass,370 km,200 Wh/km,74.0 kWh,"€50,400"
https://ev-database.org/img/auto/Mercedes_EQA_2024/Mercedes_EQA_2024-01-thumb.jpg,Mercedes-BenzEQA,350 km,190 Wh/km,66.5 kWh,"€56,424"
https://ev-database.org/img/auto/Peugeot_e-308_SW_2026/Peugeot_e-308_SW_2026-01-thumb.jpg,Peugeote-308,340 km,163 Wh/km,55.4 kWh,"€43,435"
https://ev-database.org/img/auto/MG_IM5_2025/MG_IM5_2025-01-thumb.jpg,MGIM5,405 km,181 Wh/km,73.5 kWh,"£39,450"
https://ev-database.org/img/auto/Porsche_Macan_Electric_2024/Porsche_Macan_Electric_2024-01-thumb.jpg,PorscheMacan,495 km,192 Wh/km,95.0 kWh,"€81,200"
https://ev-database.org/img/auto/Mercedes_EQS_2024/Mercedes_EQS_2024-01-thumb.jpg,Mercedes-BenzEQS,570 km,168 Wh/km,96.0 kWh,"€98,867"
https://ev-database.org/img/auto/Toyota_Urban_Cruiser/Toyota_Urban_Cruiser-01-thumb.jpg,ToyotaUrban,270 km,177 Wh/km,47.8 kWh,"€29,990"
https://ev-database.org/img/auto/Audi_Q6_etron_Sportback_2024/Audi_Q6_etron_Sportback_2024-01-thumb.jpg,AudiQ6,510 km,186 Wh/km,94.9 kWh,"€71,200"
https://ev-database.org/img/auto/BMW_i5_M60_xDrive_Sedan/BMW_i5_M60_xDrive_Sedan-01-thumb.jpg,BMWi5,430 km,189 Wh/km,81.2 kWh,"€99,500"
https://ev-database.org/img/auto/Porsche_Taycan_Cross_Turismo_2024/Porsche_Taycan_Cross_Turismo_2024-01-thumb.jpg,PorscheTaycan,510 km,190 Wh/km,97.0 kWh,"€126,400"
https://ev-database.org/img/auto/Mercedes_EQS_2024/Mercedes_EQS_2024-01-thumb.jpg,Mercedes-BenzEQS,640 km,184 Wh/km,118.0 kWh,"€125,378"
https://ev-database.org/img/auto/Abarth_600e_Scorpionissima/Abarth_600e_Scorpionissima-01-thumb.jpg,Abarth600e,280 km,181 Wh/km,50.8 kWh,"€48,990"
https://ev-database.org/img/auto/DS_No4_2024/DS_No4_2024-01-thumb.jpg,DS,370 km,158 Wh/km,58.3 kWh,"€45,900"
https://ev-database.org/img/auto/Volvo_EC40_2025/Volvo_EC40_2025-01-thumb.jpg,VolvoEC40,420 km,188 Wh/km,79.0 kWh,"€57,190"
https://ev-database.org/img/auto/BMW_i4_2024/BMW_i4_2024-01-thumb.jpg,BMWi4,490 km,166 Wh/km,81.1 kWh,"€64,100"
https://ev-database.org/img/auto/Porsche_Taycan_2024/Porsche_Taycan_2024-01-thumb.jpg,PorscheTaycan,565 km,172 Wh/km,97.0 kWh,"€126,422"
https://ev-database.org/img/auto/Toyota_PROACE_Verso_2024/Toyota_PROACE_Verso_2024-01-thumb.jpg,ToyotaProace,180 km,257 Wh/km,46.3 kWh,"€58,040"
https://ev-database.org/img/auto/Smart_1_2023/Smart_1_2023-01-thumb.jpg,Smart#1,325 km,191 Wh/km,62.0 kWh,"€46,490"
https://ev-database.org/img/auto/Skoda_Enyaq_Coupe_RS_2025/Skoda_Enyaq_Coupe_RS_2025-01-thumb.jpg,ŠkodaEnyaq,470 km,168 Wh/km,79.0 kWh,"€58,990"
https://ev-database.org/img/auto/Mercedes_eVito_2024/Mercedes_eVito_2024-01-thumb.jpg,Mercedes-BenzeVito,325 km,277 Wh/km,90.0 kWh,"€72,043"
https://ev-database.org/img/auto/Ford_eTourneo_Custom_2024/Ford_eTourneo_Custom_2024-01-thumb.jpg,Forde-Tourneo,235 km,272 Wh/km,64.0 kWh,"€76,517"
https://ev-database.org/img/auto/Skoda_Enyaq_Coupe_RS_2025/Skoda_Enyaq_Coupe_RS_2025-01-thumb.jpg,ŠkodaEnyaq,470 km,168 Wh/km,79.0 kWh,"€60,850"
https://ev-database.org/img/auto/Audi_Q4_e-tron_2021/Audi_Q4_e-tron_2021-01-thumb.jpg,AudiQ4,395 km,195 Wh/km,77.0 kWh,"€54,950"
https://ev-database.org/img/auto/Toyota_Proace_City_Verso_Electric_2024/Toyota_Proace_City_Verso_Electric_2024-01-thumb.jpg,ToyotaProace,230 km,217 Wh/km,50.0 kWh,"€42,380"
https://ev-database.org/img/auto/Volvo_EX90/Volvo_EX90-01-thumb.jpg,VolvoEX90,465 km,219 Wh/km,102.0 kWh,"€101,290"
https://ev-database.org/img/auto/Zeekr_001_2023/Zeekr_001_2023-01-thumb.jpg,Zeekr001,480 km,196 Wh/km,94.0 kWh,"€69,490"
https://ev-database.org/img/auto/Audi_S6_Avant_etron_2024/Audi_S6_Avant_etron_2024-01-thumb.jpg,AudiS6,530 km,179 Wh/km,94.9 kWh,"€101,150"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb.jpg,FordMustang,475 km,185 Wh/km,88.0 kWh,"€59,200"
https://ev-database.org/img/auto/Audi_SQ6_etron_2024/Audi_SQ6_etron_2024-01-thumb.jpg,AudiSQ6,470 km,202 Wh/km,94.9 kWh,"€93,800"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb.jpg,FordMustang,445 km,204 Wh/km,91.0 kWh,"£58,415"
https://ev-database.org/img/auto/ORA_Funky_Cat_2022/ORA_Funky_Cat_2022-01-thumb.jpg,GWMORA,325 km,182 Wh/km,59.3 kWh,"€37,490"
https://ev-database.org/img/auto/Lotus_Eletre/Lotus_Eletre-01-thumb.jpg,LotusEletre,495 km,220 Wh/km,109.0 kWh,"€99,990"
https://ev-database.org/img/auto/Tesla_Model_X_2026/Tesla_Model_X_2026-01-thumb.jpg,TeslaModel,475 km,200 Wh/km,95.0 kWh,"€125,970"
https://ev-database.org/img/auto/Porsche_Taycan_Cross_Turismo_2024/Porsche_Taycan_Cross_Turismo_2024-01-thumb.jpg,PorscheTaycan,510 km,190 Wh/km,97.0 kWh,"€113,100"
https://ev-database.org/img/auto/Volvo_EX40_2025/Volvo_EX40_2025-01-thumb.jpg,VolvoEX40,385 km,205 Wh/km,79.0 kWh,"€59,590"
https://ev-database.org/img/auto/Zeekr_X_2023/Zeekr_X_2023-01-thumb.jpg,ZeekrX,350 km,186 Wh/km,65.0 kWh,"€48,490"
https://ev-database.org/img/auto/Fiat_500e_Convertible_2020/Fiat_500e_Convertible_2020-01-thumb.jpg,Fiat500e,230 km,162 Wh/km,37.3 kWh,"€37,990"
https://ev-database.org/img/auto/Fiat_500e_3plus1_2020/Fiat_500e_3plus1_2020-01-thumb.jpg,Fiat500e,135 km,158 Wh/km,21.3 kWh,"€29,990"
https://ev-database.org/img/auto/Nissan_Micra_2025/Nissan_Micra_2025-01-thumb.jpg,NissanMicra,260 km,154 Wh/km,40.0 kWh,"€27,990"
https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb.jpg,Mercedes-BenzEQE,515 km,176 Wh/km,90.6 kWh,"€74,149"
https://ev-database.org/img/auto/Fiat_500e_3plus1_2020/Fiat_500e_3plus1_2020-01-thumb.jpg,Fiat500e,235 km,159 Wh/km,37.3 kWh,"€36,990"
https://ev-database.org/img/auto/Peugeot_e-208_2024/Peugeot_e-208_2024-01-thumb.jpg,Peugeote-208,295 km,157 Wh/km,46.3 kWh,"€36,525"
https://ev-database.org/img/auto/Lexus_RZ_FSPORT_2026/Lexus_RZ_FSPORT_2026-01-thumb.jpg,LexusRZ,390 km,185 Wh/km,72.0 kWh,"€78,700"
https://ev-database.org/img/auto/Smart_3_2024/Smart_3_2024-01-thumb.jpg,Smart#3,355 km,175 Wh/km,62.0 kWh,"€43,490"
https://ev-database.org/img/auto/Audi_Q6_etron_Sportback_2024/Audi_Q6_etron_Sportback_2024-01-thumb.jpg,AudiQ6,500 km,190 Wh/km,94.9 kWh,"€77,100"
https://ev-database.org/img/auto/Kia_EV9_2023/Kia_EV9_2023-01-thumb.jpg,KiaEV9,350 km,209 Wh/km,73.0 kWh,"€61,990"
https://ev-database.org/img/auto/Hongqi_E-HS9/Hongqi_E-HS9-01-thumb.jpg,HongqiE-HS9,455 km,246 Wh/km,112.0 kWh,"€84,995"
https://ev-database.org/img/auto/Opel_Mokka_Electric_GSE/Opel_Mokka_Electric_GSE-01-thumb.jpg,OpelMokka,280 km,181 Wh/km,50.8 kWh,"€47,300"
https://ev-database.org/img/auto/Volvo_EX90/Volvo_EX90-01-thumb.jpg,VolvoEX90,425 km,207 Wh/km,88.0 kWh,"€85,990"
https://ev-database.org/img/auto/Voyah_Courage/Voyah_Courage-01-thumb.jpg,VoyahCourage,390 km,198 Wh/km,77.3 kWh,"€49,990"
https://ev-database.org/img/auto/Ford_eTourneo_Custom_2024/Ford_eTourneo_Custom_2024-01-thumb.jpg,Forde-Tourneo,235 km,272 Wh/km,64.0 kWh,"€66,819"
https://ev-database.org/img/auto/Opel_Grandland_2024/Opel_Grandland_2024-01-thumb.jpg,OpelGrandland,355 km,206 Wh/km,73.0 kWh,"€51,750"
https://ev-database.org/img/auto/Volkswagen_ID4_2024/Volkswagen_ID4_2024-01-thumb.jpg,VolkswagenID.4,435 km,177 Wh/km,77.0 kWh,"€49,020"
https://ev-database.org/img/auto/Audi_Q4_e-tron_Sportback_2021/Audi_Q4_e-tron_Sportback_2021-01-thumb.jpg,AudiQ4,415 km,186 Wh/km,77.0 kWh,"€61,000"
https://ev-database.org/img/auto/BMW_i5_eDrive40_Touring/BMW_i5_eDrive40_Touring-01-thumb.jpg,BMWi5,450 km,180 Wh/km,81.2 kWh,"€77,600"
https://ev-database.org/img/auto/Volvo_EX40_2025/Volvo_EX40_2025-01-thumb.jpg,VolvoEX40,345 km,194 Wh/km,67.0 kWh,"€49,990"
https://ev-database.org/img/auto/Abarth_500e_Convertible/Abarth_500e_Convertible-01-thumb.jpg,Abarth500e,225 km,168 Wh/km,37.8 kWh,"€40,990"
https://ev-database.org/img/auto/Audi_S6_Sportback_etron_2024/Audi_S6_Sportback_etron_2024-01-thumb.jpg,AudiS6,555 km,171 Wh/km,94.9 kWh,"€99,500"
https://ev-database.org/img/auto/Volkswagen_ID_Buzz/Volkswagen_ID_Buzz-01-thumb.jpg,VolkswagenID.,265 km,223 Wh/km,59.0 kWh,"€49,998"
https://ev-database.org/img/auto/Lucid_Air/Lucid_Air-01-thumb.jpg,LucidAir,600 km,160 Wh/km,96.0 kWh,"€99,900"
https://ev-database.org/img/auto/Lotus_Emeya/Lotus_Emeya-01-thumb.jpg,LotusEmeya,465 km,213 Wh/km,98.9 kWh,"€145,990"
https://ev-database.org/img/auto/Cadillac_Optiq/Cadillac_Optiq-01-thumb.jpg,CadillacOPTIQ,365 km,205 Wh/km,75.0 kWh,"€65,000"
https://ev-database.org/img/auto/Opel_Combo-e_Life_2024/Opel_Combo-e_Life_2024-01-thumb.jpg,OpelCombo,235 km,213 Wh/km,50.0 kWh,"€38,600"
https://ev-database.org/img/auto/Citroen_e-SpaceTourer_2024/Citroen_e-SpaceTourer_2024-01-thumb.jpg,Citroënë-SpaceTourer,265 km,260 Wh/km,69.0 kWh,"€52,230"
https://ev-database.org/img/auto/Toyota_PROACE_Verso_2024/Toyota_PROACE_Verso_2024-01-thumb.jpg,ToyotaProace,265 km,260 Wh/km,69.0 kWh,"€60,590"
https://ev-database.org/img/auto/MG_Cyberster/MG_Cyberster-01-thumb.jpg,MGCyberster,425 km,175 Wh/km,74.4 kWh,"€64,990"
https://ev-database.org/img/auto/Hongqi_E-HS7/Hongqi_E-HS7-01-thumb.jpg,HongqiE-HS7,455 km,209 Wh/km,95.3 kWh,"€54,995"
https://ev-database.org/img/auto/Toyota_bZ4X_2025/Toyota_bZ4X_2025-01-thumb.jpg,ToyotabZ4X,305 km,177 Wh/km,54.0 kWh,"€42,990"
https://ev-database.org/img/auto/GWM_ORA_07/GWM_ORA_07-01-thumb.jpg,GWMORA,430 km,194 Wh/km,83.5 kWh,"€53,490"
https://ev-database.org/img/auto/Genesis_GV60_2025/Genesis_GV60_2025-01-thumb.jpg,GenesisGV60,395 km,203 Wh/km,80.0 kWh,"£67,715"
https://ev-database.org/img/auto/Volkswagen_ID_Buzz_GTX/Volkswagen_ID_Buzz_GTX-01-thumb.jpg,VolkswagenID.,360 km,219 Wh/km,79.0 kWh,"€73,102"
https://ev-database.org/img/auto/Toyota_Proace_City_Verso_Electric_2024/Toyota_Proace_City_Verso_Electric_2024-01-thumb.jpg,ToyotaProace,235 km,213 Wh/km,50.0 kWh,"€40,960"
https://ev-database.org/img/auto/Mini_Aceman_Electric_JCW_2024/Mini_Aceman_Electric_JCW_2024-01-thumb.jpg,MiniAceman,280 km,176 Wh/km,49.2 kWh,"€43,150"
https://ev-database.org/img/auto/Cadillac_Vistiq/Cadillac_Vistiq-01-thumb.jpg,CadillacVISTIQ,375 km,243 Wh/km,91.0 kWh,"€108,809"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb.jpg,FordMustang,385 km,189 Wh/km,72.6 kWh,"£43,840"
https://ev-database.org/img/auto/Porsche_Taycan_GTS_2024/Porsche_Taycan_GTS_2024-01-thumb.jpg,PorscheTaycan,535 km,181 Wh/km,97.0 kWh,"€147,700"
https://ev-database.org/img/auto/Volkswagen_ID5_GTX_2024/Volkswagen_ID5_GTX_2024-01-thumb.jpg,VolkswagenID.5,445 km,178 Wh/km,79.0 kWh,"€58,755"
https://ev-database.org/img/auto/Lucid_Air/Lucid_Air-01-thumb.jpg,LucidAir,580 km,152 Wh/km,88.0 kWh,"€85,900"
https://ev-database.org/img/auto/ORA_Funky_Cat_2022/ORA_Funky_Cat_2022-01-thumb.jpg,GWMORA,340 km,174 Wh/km,59.3 kWh,"€32,490"
https://ev-database.org/img/auto/Genesis_G80_2025/Genesis_G80_2025-01-thumb.jpg,GenesisG80,450 km,200 Wh/km,90.0 kWh,"€76,180"
https://ev-database.org/img/auto/Audi_Q6_etron_Sportback_2024/Audi_Q6_etron_Sportback_2024-01-thumb.jpg,AudiQ6,410 km,185 Wh/km,75.8 kWh,"€65,900"
https://ev-database.org/img/auto/Skoda_Enyaq_RS_2025/Skoda_Enyaq_RS_2025-01-thumb.jpg,ŠkodaEnyaq,460 km,172 Wh/km,79.0 kWh,"€58,600"
https://ev-database.org/img/auto/Porsche_Taycan_2024/Porsche_Taycan_2024-01-thumb.jpg,PorscheTaycan,535 km,181 Wh/km,97.0 kWh,"€175,600"
https://ev-database.org/img/auto/Lotus_Emeya/Lotus_Emeya-01-thumb.jpg,LotusEmeya,520 km,190 Wh/km,98.9 kWh,"€107,990"
https://ev-database.org/img/auto/Porsche_Macan_Turbo_2024/Porsche_Macan_Turbo_2024-01-thumb.jpg,PorscheMacan,465 km,204 Wh/km,95.0 kWh,"€115,500"
https://ev-database.org/img/auto/Peugeot_e-5008_2024/Peugeot_e-5008_2024-01-thumb.jpg,Peugeote-5008,355 km,206 Wh/km,73.0 kWh,"€62,500"
https://ev-database.org/img/auto/Peugeot_e-Rifter_2024/Peugeot_e-Rifter_2024-01-thumb.jpg,Peugeote-Rifter,235 km,213 Wh/km,50.0 kWh,"€38,440"
https://ev-database.org/img/auto/Ford_eTourneo_Custom_2024/Ford_eTourneo_Custom_2024-01-thumb.jpg,Forde-Tourneo,235 km,272 Wh/km,64.0 kWh,"€75,565"
https://ev-database.org/img/auto/Mercedes_EQT_2023/Mercedes_EQT_2023-01-thumb.jpg,Mercedes-BenzEQT,220 km,205 Wh/km,45.0 kWh,"€41,613"
https://ev-database.org/img/auto/BMW_i5_M60_xDrive_Touring/BMW_i5_M60_xDrive_Touring-01-thumb.jpg,BMWi5,425 km,191 Wh/km,81.2 kWh,"€101,500"
https://ev-database.org/img/auto/Peugeot_e-3008_2024/Peugeot_e-3008_2024-01-thumb.jpg,Peugeote-3008,365 km,200 Wh/km,73.0 kWh,"€60,000"
https://ev-database.org/img/auto/DS_No8_2024/DS_No8_2024-01-thumb.jpg,DS,415 km,178 Wh/km,73.7 kWh,"€57,700"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb.jpg,FordMustang,380 km,191 Wh/km,72.6 kWh,"€56,500"
https://ev-database.org/img/auto/Audi_Q4_e-tron_Sportback_2021/Audi_Q4_e-tron_Sportback_2021-01-thumb.jpg,AudiQ4,340 km,174 Wh/km,59.0 kWh,"€48,150"
https://ev-database.org/img/auto/VinFast_VF_8/VinFast_VF_8-01-thumb.jpg,VinFastVF,400 km,219 Wh/km,87.7 kWh,"€58,890"
https://ev-database.org/img/auto/Volvo_EC40_2025/Volvo_EC40_2025-01-thumb.jpg,VolvoEC40,400 km,198 Wh/km,79.0 kWh,"€61,290"
https://ev-database.org/img/auto/Mercedes_EQE_SUV/Mercedes_EQE_SUV-01-thumb.jpg,Mercedes-BenzEQE,475 km,202 Wh/km,96.0 kWh,"€86,811"
https://ev-database.org/img/auto/Porsche_Taycan_Cross_Turismo_2024/Porsche_Taycan_Cross_Turismo_2024-01-thumb.jpg,PorscheTaycan,495 km,196 Wh/km,97.0 kWh,"€177,000"
https://ev-database.org/img/auto/Maserati_GranCabrio_Folgore/Maserati_GranCabrio_Folgore-01-thumb.jpg,MaseratiGranCabrio,395 km,210 Wh/km,83.0 kWh,"€206,713"
https://ev-database.org/img/auto/Zeekr_X_2023/Zeekr_X_2023-01-thumb.jpg,ZeekrX,270 km,181 Wh/km,49.0 kWh,"€38,990"
https://ev-database.org/img/auto/NIO_ET5_Touring/NIO_ET5_Touring-01-thumb.jpg,NIOET5,400 km,184 Wh/km,73.5 kWh,"€59,500"
https://ev-database.org/img/auto/Skoda_Enyaq_Coupe_2025/Skoda_Enyaq_Coupe_2025-01-thumb.jpg,ŠkodaEnyaq,460 km,167 Wh/km,77.0 kWh,"€53,750"
https://ev-database.org/img/auto/Fiat_500e_Convertible_2020/Fiat_500e_Convertible_2020-01-thumb.jpg,Fiat500e,135 km,158 Wh/km,21.3 kWh,"€35,490"
https://ev-database.org/img/auto/Smart_1_2023/Smart_1_2023-01-thumb.jpg,Smart#1,335 km,185 Wh/km,62.0 kWh,"€39,990"
https://ev-database.org/img/auto/Voyah_Courage/Voyah_Courage-01-thumb.jpg,VoyahCourage,395 km,196 Wh/km,77.3 kWh,"€44,990"
https://ev-database.org/img/auto/VinFast_VF_6/VinFast_VF_6-01-thumb.jpg,VinFastVF,310 km,192 Wh/km,59.6 kWh,"€38,990"
https://ev-database.org/img/auto/NIO_EL6/NIO_EL6-01-thumb.jpg,NIOEL6,365 km,201 Wh/km,73.5 kWh,"€65,500"
https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo_2024/Porsche_Taycan_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,510 km,190 Wh/km,97.0 kWh,"€127,322"
https://ev-database.org/img/auto/Lancia_Ypsilon_HF/Lancia_Ypsilon_HF-01-thumb.jpg,LanciaYpsilon,305 km,167 Wh/km,50.8 kWh,"€40,950"
https://ev-database.org/img/auto/Porsche_Macan_GTS_2026/Porsche_Macan_GTS_2026-01-thumb.jpg,PorscheMacan,465 km,204 Wh/km,95.0 kWh,"€104,200"
https://ev-database.org/img/auto/Peugeot_e-Rifter_2024/Peugeot_e-Rifter_2024-01-thumb.jpg,Peugeote-Rifter,230 km,217 Wh/km,50.0 kWh,"€39,440"
https://ev-database.org/img/auto/Porsche_Taycan_GTS_Sport_Turismo_2024/Porsche_Taycan_GTS_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,505 km,192 Wh/km,97.0 kWh,"€148,600"
https://ev-database.org/img/auto/Lotus_Eletre/Lotus_Eletre-01-thumb.jpg,LotusEletre,455 km,240 Wh/km,109.0 kWh,"€145,990"
https://ev-database.org/img/auto/Porsche_Taycan_Cross_Turismo_2024/Porsche_Taycan_Cross_Turismo_2024-01-thumb.jpg,PorscheTaycan,485 km,200 Wh/km,97.0 kWh,"€211,300"
https://ev-database.org/img/auto/Elaris_BEO_2023/Elaris_BEO_2023-01-thumb.jpg,ElarisBEO,390 km,208 Wh/km,81.0 kWh,"€53,090"
https://ev-database.org/img/auto/GWM_ORA_07/GWM_ORA_07-01-thumb.jpg,GWMORA,350 km,184 Wh/km,64.3 kWh,"€41,990"
https://ev-database.org/img/auto/Citroen_e-Berlingo-2024/Citroen_e-Berlingo-2024-01-thumb.jpg,Citroënë-Berlingo,230 km,217 Wh/km,50.0 kWh,"€37,940"
https://ev-database.org/img/auto/Skoda_Enyaq_Coupe_2025/Skoda_Enyaq_Coupe_2025-01-thumb.jpg,ŠkodaEnyaq,460 km,167 Wh/km,77.0 kWh,"£49,160"
https://ev-database.org/img/auto/Genesis_GV70_2025/Genesis_GV70_2025-01-thumb.jpg,GenesisGV70,385 km,208 Wh/km,80.0 kWh,"€70,230"
https://ev-database.org/img/auto/Porsche_Taycan_2024/Porsche_Taycan_2024-01-thumb.jpg,PorscheTaycan,565 km,172 Wh/km,97.0 kWh,"€111,924"
https://ev-database.org/img/auto/Volvo_EX40_2025/Volvo_EX40_2025-01-thumb.jpg,VolvoEX40,385 km,205 Wh/km,79.0 kWh,"€62,890"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb.jpg,FordMustang,435 km,202 Wh/km,88.0 kWh,"€66,600"
https://ev-database.org/img/auto/Mercedes_EQS_SUV_2022/Mercedes_EQS_SUV_2022-01-thumb.jpg,Mercedes-BenzEQS,530 km,223 Wh/km,118.0 kWh,"€124,545"
https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo_2024/Porsche_Taycan_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,460 km,179 Wh/km,82.3 kWh,"€102,400"
https://ev-database.org/img/auto/BMW_i5_eDrive40_Sedan/BMW_i5_eDrive40_Sedan-01-thumb.jpg,BMWi5,465 km,175 Wh/km,81.2 kWh,"€75,600"
https://ev-database.org/img/auto/GWM_ORA_07/GWM_ORA_07-01-thumb.jpg,GWMORA,350 km,184 Wh/km,64.3 kWh,"€44,490"
https://ev-database.org/img/auto/Peugeot_e-Traveller_2024/Peugeot_e-Traveller_2024-01-thumb.jpg,Peugeote-Traveller,265 km,260 Wh/km,69.0 kWh,"€53,230"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E_Rally/Ford_Mustang_Mach-E_Rally-01-thumb.jpg,FordMustang,410 km,222 Wh/km,91.0 kWh,"£69,800"
https://ev-database.org/img/auto/Audi_SQ6_etron_Sportback_2024/Audi_SQ6_etron_Sportback_2024-01-thumb.jpg,AudiSQ6,495 km,192 Wh/km,94.9 kWh,"€96,200"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E_Rally/Ford_Mustang_Mach-E_Rally-01-thumb.jpg,FordMustang,415 km,219 Wh/km,91.0 kWh,"€81,000"
https://ev-database.org/img/auto/Cadillac_Lyriq-V/Cadillac_Lyriq-V-01-thumb.jpg,CadillacLYRIQ-V(MY26)Cadillac,400 km,228 Wh/km,91.0 kWh,"€99,640"
https://ev-database.org/img/auto/Skywell_BE11_2024/Skywell_BE11_2024-01-thumb.jpg,SkywellBE11,325 km,209 Wh/km,68.0 kWh,"£36,995"
https://ev-database.org/img/auto/Genesis_GV60_2025/Genesis_GV60_2025-01-thumb.jpg,GenesisGV60,425 km,188 Wh/km,80.0 kWh,"£54,115"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Transporter,255 km,250 Wh/km,63.8 kWh,"€64,867"
https://ev-database.org/img/auto/Nissan_Townstar_2023/Nissan_Townstar_2023-01-thumb.jpg,NissanTownstar,220 km,205 Wh/km,45.0 kWh,"€42,790"
https://ev-database.org/img/auto/Mercedes_EQE_SUV/Mercedes_EQE_SUV-01-thumb.jpg,Mercedes-BenzEQE,455 km,211 Wh/km,96.0 kWh,"€99,841"
https://ev-database.org/img/auto/Lucid_Gravity/Lucid_Gravity-01-thumb.jpg,LucidGravity,465 km,191 Wh/km,89.0 kWh,"€99,900"
https://ev-database.org/img/auto/Polestar_3_MY26/Polestar_3_MY26-01-thumb.jpg,Polestar3,460 km,222 Wh/km,102.0 kWh,"£91,990"
https://ev-database.org/img/auto/Mercedes_EQV_2024/Mercedes_EQV_2024-01-thumb.jpg,Mercedes-BenzEQV,315 km,286 Wh/km,90.0 kWh,"€62,897"
https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo_2024/Porsche_Taycan_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,505 km,192 Wh/km,97.0 kWh,"€210,800"
https://ev-database.org/img/auto/Volvo_EC40_2025/Volvo_EC40_2025-01-thumb.jpg,VolvoEC40,360 km,186 Wh/km,67.0 kWh,"€54,390"
https://ev-database.org/img/auto/Volkswagen_e-Caravelle/Volkswagen_e-Caravelle-01-thumb.jpg,Volkswagene-Caravelle,245 km,260 Wh/km,63.8 kWh,"€71,216"
https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo_2024/Porsche_Taycan_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,530 km,183 Wh/km,97.0 kWh,"€108,124"
https://ev-database.org/img/auto/Opel_Combo-e_Life_2024/Opel_Combo-e_Life_2024-01-thumb.jpg,OpelCombo,230 km,217 Wh/km,50.0 kWh,"€39,600"
https://ev-database.org/img/auto/Volkswagen_ID5_2024/Volkswagen_ID5_2024-01-thumb.jpg,VolkswagenID.5,320 km,163 Wh/km,52.0 kWh,"€45,270"
https://ev-database.org/img/auto/NIO_EL8/NIO_EL8-01-thumb.jpg,NIOEL8,360 km,204 Wh/km,73.5 kWh,"€94,900"
https://ev-database.org/img/auto/Opel_Zafira-e_Life_2024/Opel_Zafira-e_Life_2024-01-thumb.jpg,OpelZafira,265 km,260 Wh/km,69.0 kWh,"€53,550"
https://ev-database.org/img/auto/Volvo_EC40_2025/Volvo_EC40_2025-01-thumb.jpg,VolvoEC40,400 km,198 Wh/km,79.0 kWh,"€64,390"
https://ev-database.org/img/auto/Mercedes_eVito_2024/Mercedes_eVito_2024-01-thumb.jpg,Mercedes-BenzeVito,220 km,273 Wh/km,60.0 kWh,"€68,398"
https://ev-database.org/img/auto/Abarth_600e/Abarth_600e-01-thumb.jpg,Abarth600e,280 km,181 Wh/km,50.8 kWh,"€44,990"
https://ev-database.org/img/auto/Mercedes_EQE_SUV/Mercedes_EQE_SUV-01-thumb.jpg,Mercedes-BenzEQE,450 km,201 Wh/km,90.6 kWh,"€83,479"
https://ev-database.org/img/auto/Mercedes_EQV_2024/Mercedes_EQV_2024-01-thumb.jpg,Mercedes-BenzEQV,215 km,279 Wh/km,60.0 kWh,"€58,488"
